GEOIDFQ,GEOTYPE,GEONAME,YEAR,RACE,PROPORTION
0500000US39049,County,Franklin County,2015,White,0.6448205766636378
0500000US39049,County,Franklin County,2016,White,0.6376696580646982
0500000US39049,County,Franklin County,2017,White,0.6306374549319872
0500000US39049,County,Franklin County,2018,White,0.6239130551070267
0500000US39049,County,Franklin County,2019,White,0.6180618851259435
0500000US39049,County,Franklin County,2020,White,0.6066273815500886
0500000US39049,County,Franklin County,2021,White,0.5993610756996297
0500000US39049,County,Franklin County,2022,White,0.5911634293323652
0500000US39049,County,Franklin County,2023,White,0.5823909573733124
0500000US39049,County,Franklin County,2024,White,0.5734544567106318
0500000US39073,County,Hocking County,2010,White,0.9704914696604823
0500000US39073,County,Hocking County,2011,White,0.9693936412066099
0500000US39073,County,Hocking County,2012,White,0.9683043329921528
0500000US39073,County,Hocking County,2013,White,0.9691207257501745
0500000US39073,County,Hocking County,2014,White,0.9680684545549411
0500000US39073,County,Hocking County,2015,White,0.9671952845414357
0500000US39073,County,Hocking County,2016,White,0.9658134704080555
0500000US39073,County,Hocking County,2017,White,0.9646976090014064
0500000US39073,County,Hocking County,2018,White,0.9634253870842592
0500000US39073,County,Hocking County,2019,White,0.9618980169971671
0500000US39073,County,Hocking County,2020,White,0.9625971618056051
0500000US39073,County,Hocking County,2021,White,0.9605464441993667
0500000US39073,County,Hocking County,2022,White,0.9597744495923571
0500000US39073,County,Hocking County,2023,White,0.9584285558820329
0500000US39073,County,Hocking County,2024,White,0.9561413102920266
0500000US39083,County,Knox County,2010,White,0.9608099923060553
0500000US39083,County,Knox County,2011,White,0.9585413607440039
0500000US39083,County,Knox County,2012,White,0.9579638373833929
0500000US39083,County,Knox County,2013,White,0.9570316349659999
0500000US39083,County,Knox County,2014,White,0.956647825018432
0500000US39083,County,Knox County,2015,White,0.9559996723728397
0500000US39083,County,Knox County,2016,White,0.9553098288845504
0500000US39083,County,Knox County,2017,White,0.9542913032847012
0500000US39083,County,Knox County,2018,White,0.953053083768027
0500000US39083,County,Knox County,2019,White,0.9519111810922412
0500000US39083,County,Knox County,2020,White,0.9494840107020003
0500000US39083,County,Knox County,2021,White,0.9482882681206927
0500000US39083,County,Knox County,2022,White,0.9463330484601019
0500000US39083,County,Knox County,2023,White,0.9440673149785299
0500000US39083,County,Knox County,2024,White,0.9420655306352588
0500000US39089,County,Licking County,2010,White,0.9245164192532613
0500000US39089,County,Licking County,2011,White,0.9223900236251084
0500000US39089,County,Licking County,2012,White,0.9200171800806509
0500000US39089,County,Licking County,2013,White,0.9178672299622623
0500000US39089,County,Licking County,2014,White,0.9158849834224158
0500000US39089,County,Licking County,2015,White,0.913150696165088
0500000US39089,County,Licking County,2016,White,0.908762473426809
0500000US39089,County,Licking County,2017,White,0.9030784279878014
0500000US39089,County,Licking County,2018,White,0.8968182645493016
0500000US39089,County,Licking County,2019,White,0.888663122128529
0500000US39089,County,Licking County,2020,White,0.8818429942504307
0500000US39089,County,Licking County,2021,White,0.8733747660385113
0500000US39089,County,Licking County,2022,White,0.8644082705237522
0500000US39089,County,Licking County,2023,White,0.8552849515092078
0500000US39089,County,Licking County,2024,White,0.848467803870242
0500000US39091,County,Logan County,2010,White,0.9466803663948582
0500000US39091,County,Logan County,2011,White,0.9454904109589041
0500000US39091,County,Logan County,2012,White,0.9441557297630582
0500000US39091,County,Logan County,2013,White,0.9407696204762219
0500000US39091,County,Logan County,2014,White,0.9390021329463245
0500000US39091,County,Logan County,2015,White,0.9386366147387029
0500000US39091,County,Logan County,2016,White,0.9365156717244435
0500000US39091,County,Logan County,2017,White,0.9355773271114847
0500000US39091,County,Logan County,2018,White,0.9347552493872955
0500000US39091,County,Logan County,2019,White,0.9294424705005044
0500000US39091,County,Logan County,2020,White,0.9266166457041246
0500000US39091,County,Logan County,2021,White,0.9238084922010399
0500000US39091,County,Logan County,2022,White,0.922784535186794
0500000US39091,County,Logan County,2023,White,0.9206645672711478
0500000US39091,County,Logan County,2024,White,0.9161549311055658
0500000US39097,County,Madison County,2010,White,0.8991573421743335
0500000US39097,County,Madison County,2011,White,0.898886827458256
0500000US39097,County,Madison County,2012,White,0.8976183831054052
0500000US39097,County,Madison County,2013,White,0.8954302752929755
0500000US39097,County,Madison County,2014,White,0.8897881240338275
0500000US39097,County,Madison County,2015,White,0.8872681147930871
0500000US39097,County,Madison County,2016,White,0.8896313364055299
0500000US39097,County,Madison County,2017,White,0.8827279533543572
0500000US39097,County,Madison County,2018,White,0.8838105106660961
0500000US39097,County,Madison County,2019,White,0.8803891814692493
0500000US39097,County,Madison County,2020,White,0.8732956359159104
0500000US39097,County,Madison County,2021,White,0.8679775912885009
0500000US39097,County,Madison County,2022,White,0.8725609336665673
0500000US39097,County,Madison County,2023,White,0.8650040297304558
0500000US39097,County,Madison County,2024,White,0.8615229184511651
0500000US39101,County,Marion County,2010,White,0.8986894175356235
0500000US39101,County,Marion County,2011,White,0.8960278620109887
0500000US39101,County,Marion County,2012,White,0.8941494095111687
0500000US39101,County,Marion County,2013,White,0.8929935147584702
0500000US39101,County,Marion County,2014,White,0.8896721460909727
0500000US39101,County,Marion County,2015,White,0.8868794867878418
0500000US39101,County,Marion County,2016,White,0.8842106870695317
0500000US39101,County,Marion County,2017,White,0.8837252161626711
0500000US39101,County,Marion County,2018,White,0.8814997095955737
0500000US39101,County,Marion County,2019,White,0.8807199840140185
0500000US39101,County,Marion County,2020,White,0.877595962685426
0500000US39101,County,Marion County,2021,White,0.8736415123220572
0500000US39101,County,Marion County,2022,White,0.87373017839445
0500000US39101,County,Marion County,2023,White,0.8699018942432283
0500000US39101,County,Marion County,2024,White,0.8670739965525732
0500000US39117,County,Morrow County,2010,White,0.9695027306697327
0500000US39117,County,Morrow County,2011,White,0.9668227386321202
0500000US39117,County,Morrow County,2012,White,0.9640919659002841
0500000US39117,County,Morrow County,2013,White,0.9628991994490832
0500000US39117,County,Morrow County,2014,White,0.9625368478291978
0500000US39117,County,Morrow County,2015,White,0.9606625851118613
0500000US39117,County,Morrow County,2016,White,0.9611486486486487
0500000US39117,County,Morrow County,2017,White,0.9599748053137883
0500000US39117,County,Morrow County,2018,White,0.9586713346426436
0500000US39117,County,Morrow County,2019,White,0.9566804368739743
0500000US39117,County,Morrow County,2020,White,0.955063888174256
0500000US39117,County,Morrow County,2021,White,0.953168044077135
0500000US39117,County,Morrow County,2022,White,0.9490896735283292
0500000US39117,County,Morrow County,2023,White,0.9470252648736757
0500000US39117,County,Morrow County,2024,White,0.9448325771703733
0500000US39127,County,Perry County,2010,White,0.9763021339179176
0500000US39127,County,Perry County,2011,White,0.9745507742416296
0500000US39127,County,Perry County,2012,White,0.9736542256065365
0500000US39127,County,Perry County,2013,White,0.973
0500000US39127,County,Perry County,2014,White,0.9707732561376162
0500000US39127,County,Perry County,2015,White,0.9697247706422019
0500000US39127,County,Perry County,2016,White,0.9687074829931973
0500000US39127,County,Perry County,2017,White,0.9675330090340514
0500000US39127,County,Perry County,2018,White,0.9670698551850413
0500000US39127,County,Perry County,2019,White,0.9659257618955351
0500000US39127,County,Perry County,2020,White,0.9664645325059935
0500000US39127,County,Perry County,2021,White,0.9639494898246801
0500000US39127,County,Perry County,2022,White,0.9618126990389764
0500000US39127,County,Perry County,2023,White,0.9600865727857886
0500000US39127,County,Perry County,2024,White,0.9579900229807746
0500000US39129,County,Pickaway County,2010,White,0.9388556972926422
0500000US39129,County,Pickaway County,2011,White,0.9376184177599829
0500000US39129,County,Pickaway County,2012,White,0.9340801991642216
0500000US39129,County,Pickaway County,2013,White,0.9318746450880182
0500000US39129,County,Pickaway County,2014,White,0.9308149480627127
0500000US39129,County,Pickaway County,2015,White,0.9304627046375743
0500000US39129,County,Pickaway County,2016,White,0.92653834785179
0500000US39129,County,Pickaway County,2017,White,0.9258079592861224
0500000US39129,County,Pickaway County,2018,White,0.9245770150949242
0500000US39129,County,Pickaway County,2019,White,0.9232070538780951
0500000US39129,County,Pickaway County,2020,White,0.9234965225692077
0500000US39129,County,Pickaway County,2021,White,0.9232745274833705
0500000US39129,County,Pickaway County,2022,White,0.9172654075049594
0500000US39129,County,Pickaway County,2023,White,0.9128782916284554
0500000US39129,County,Pickaway County,2024,White,0.9080247112197947
0500000US39141,County,Ross County,2010,White,0.9021407902486492
0500000US39141,County,Ross County,2011,White,0.9015774415547594
0500000US39141,County,Ross County,2012,White,0.9019506456908698
0500000US39141,County,Ross County,2013,White,0.9009172175577951
0500000US39141,County,Ross County,2014,White,0.8997873333679133
0500000US39141,County,Ross County,2015,White,0.8995160055536092
0500000US39141,County,Ross County,2016,White,0.8980855270003122
0500000US39141,County,Ross County,2017,White,0.895069793917127
0500000US39141,County,Ross County,2018,White,0.8965768485148128
0500000US39141,County,Ross County,2019,White,0.8960359207967317
0500000US39141,County,Ross County,2020,White,0.8959879586858359
0500000US39141,County,Ross County,2021,White,0.8967932467396702
0500000US39141,County,Ross County,2022,White,0.8933824971560821
0500000US39141,County,Ross County,2023,White,0.891446161907257
0500000US39141,County,Ross County,2024,White,0.8912237330037083
0500000US39159,County,Union County,2010,White,0.9213144752392207
0500000US39159,County,Union County,2011,White,0.9192293930434455
0500000US39159,County,Union County,2012,White,0.919750748134399
0500000US39159,County,Union County,2013,White,0.9164670658682634
0500000US39159,County,Union County,2014,White,0.9119593916180134
0500000US39159,County,Union County,2015,White,0.9075449498106409
0500000US39159,County,Union County,2016,White,0.9035808708476466
0500000US39159,County,Union County,2017,White,0.8996516660216037
0500000US39159,County,Union County,2018,White,0.8927311708970191
0500000US39159,County,Union County,2019,White,0.8864429166525553
0500000US39159,County,Union County,2020,White,0.8771120621334602
0500000US39159,County,Union County,2021,White,0.8700072175555521
0500000US39159,County,Union County,2022,White,0.8610874534941055
0500000US39159,County,Union County,2023,White,0.845466924675697
0500000US39159,County,Union County,2024,White,0.833925907335369
M010000US001,Region,15-County Region,2010,White,0.7874488697031985
M010000US001,Region,15-County Region,2011,White,0.7835552258300178
M010000US001,Region,15-County Region,2012,White,0.7793080214264057
M010000US001,Region,15-County Region,2013,White,0.7741579242891986
M010000US001,Region,15-County Region,2014,White,0.7686923592328714
M010000US001,Region,15-County Region,2015,White,0.7628089819424448
M010000US001,Region,15-County Region,2016,White,0.7566953894393503
M010000US001,Region,15-County Region,2017,White,0.7503955815122328
M010000US001,Region,15-County Region,2018,White,0.7448371189636692
M010000US001,Region,15-County Region,2019,White,0.7393779727530231
M010000US001,Region,15-County Region,2020,White,0.730788712683679
M010000US001,Region,15-County Region,2021,White,0.7253863189229834
M010000US001,Region,15-County Region,2022,White,0.7177720217624762
M010000US001,Region,15-County Region,2023,White,0.7097364752990301
M010000US001,Region,15-County Region,2024,White,0.7015042030023384
0500000US39041,County,Delaware County,2010,Asian,0.04386856562011033
0500000US39041,County,Delaware County,2011,Asian,0.04610155445056668
0500000US39041,County,Delaware County,2012,Asian,0.04756833706699626
0500000US39041,County,Delaware County,2013,Asian,0.05059150071411248
0500000US39041,County,Delaware County,2014,Asian,0.05414212571645514
0500000US39041,County,Delaware County,2015,Asian,0.058319216626038096
0500000US39041,County,Delaware County,2016,Asian,0.06297545608330547
0500000US39041,County,Delaware County,2017,Asian,0.06767847999323912
0500000US39041,County,Delaware County,2018,Asian,0.07230687567872918
0500000US39041,County,Delaware County,2019,Asian,0.07789081270737196
0500000US39041,County,Delaware County,2020,Asian,0.08160362889357786
0500000US39041,County,Delaware County,2021,Asian,0.08430484763040885
0500000US39041,County,Delaware County,2022,Asian,0.09058711587256837
0500000US39041,County,Delaware County,2023,Asian,0.09751559733942904
0500000US39041,County,Delaware County,2024,Asian,0.10421656875351941
0500000US39045,County,Fairfield County,2010,Asian,0.011297196874487733
0500000US39045,County,Fairfield County,2011,Asian,0.011679576029351815
0500000US39045,County,Fairfield County,2012,Asian,0.011947269098660005
0500000US39045,County,Fairfield County,2013,Asian,0.012505039645208977
0500000US39045,County,Fairfield County,2014,Asian,0.012686170212765958
0500000US39045,County,Fairfield County,2015,Asian,0.013145198598902915
0500000US39045,County,Fairfield County,2016,Asian,0.014421346733931388
0500000US39045,County,Fairfield County,2017,Asian,0.01589989529337246
0500000US39045,County,Fairfield County,2018,Asian,0.01766605579833656
0500000US39045,County,Fairfield County,2019,Asian,0.019283082756827708
0500000US39045,County,Fairfield County,2020,Asian,0.021333968795464807
0500000US39045,County,Fairfield County,2021,Asian,0.023678253589258583
0500000US39045,County,Fairfield County,2022,Asian,0.02916048686613633
0500000US39045,County,Fairfield County,2023,Asian,0.03328503290466703
0500000US39045,County,Fairfield County,2024,Asian,0.03835791180362657
0500000US39047,County,Fayette County,2010,Asian,0.005445271574303833
0500000US39047,County,Fayette County,2011,Asian,0.005749913404918601
0500000US39047,County,Fayette County,2012,Asian,0.006082725060827251
0500000US39047,County,Fayette County,2013,Asian,0.0063785291042174974
0500000US39047,County,Fayette County,2014,Asian,0.007224626553120201
0500000US39047,County,Fayette County,2015,Asian,0.007722682321696894
0500000US39047,County,Fayette County,2016,Asian,0.00843352500435616
0500000US39047,County,Fayette County,2017,Asian,0.008894624856116362
0500000US39047,County,Fayette County,2018,Asian,0.00926120081079192
0500000US39047,County,Fayette County,2019,Asian,0.00993470476725409
0500000US39047,County,Fayette County,2020,Asian,0.010525226033542688
0500000US39047,County,Fayette County,2021,Asian,0.010921029894591325
0500000US39047,County,Fayette County,2022,Asian,0.012267812586637094
0500000US39047,County,Fayette County,2023,Asian,0.012313135167007735
0500000US39047,County,Fayette County,2024,Asian,0.011812938642206935
0500000US39049,County,Franklin County,2010,Asian,0.0391882135244011
0500000US39049,County,Franklin County,2011,Asian,0.04062012825626187
0500000US39049,County,Franklin County,2012,Asian,0.04215026470556353
0500000US39049,County,Franklin County,2013,Asian,0.04440421724002736
0500000US39049,County,Franklin County,2014,Asian,0.047028556021434374
0500000US39049,County,Franklin County,2015,Asian,0.050012282463265896
0500000US39049,County,Franklin County,2016,Asian,0.05268143649840183
0500000US39049,County,Franklin County,2017,Asian,0.05512992392627436
0500000US39049,County,Franklin County,2018,Asian,0.0565727163172217
0500000US39049,County,Franklin County,2019,Asian,0.058009533154479265
0500000US39049,County,Franklin County,2020,Asian,0.05799449605701753
0500000US39049,County,Franklin County,2021,Asian,0.05853517877739331
0500000US39049,County,Franklin County,2022,Asian,0.059699311660052407
0500000US39049,County,Franklin County,2023,Asian,0.06032401152286611
0500000US39049,County,Franklin County,2024,Asian,0.062064302740611796
0500000US39073,County,Hocking County,2010,Asian,0.001729810399213106
0500000US39073,County,Hocking County,2011,Asian,0.0018662413898408606
0500000US39073,County,Hocking County,2012,Asian,0.0020470829068577278
0500000US39073,County,Hocking County,2013,Asian,0.0021632937892533148
0500000US39073,County,Hocking County,2014,Asian,0.002295732025461755
0500000US39073,County,Hocking County,2015,Asian,0.0025261385165953267
0500000US39073,County,Hocking County,2016,Asian,0.003203886913354223
0500000US39073,County,Hocking County,2017,Asian,0.003586497890295359
0500000US39073,County,Hocking County,2018,Asian,0.0037033118188551477
0500000US39073,County,Hocking County,2019,Asian,0.004001416430594901
0500000US39073,County,Hocking County,2020,Asian,0.004670897810739499
0500000US39073,County,Hocking County,2021,Asian,0.004731580632537621
0500000US39073,County,Hocking County,2022,Asian,0.004561290090866645
0500000US39073,County,Hocking County,2023,Asian,0.004715783364167302
0500000US39073,County,Hocking County,2024,Asian,0.004812424805862408
0500000US39083,County,Knox County,2010,Asian,0.0060241950005729536
0500000US39083,County,Knox County,2011,Asian,0.0065100342633382284
0500000US39083,County,Knox County,2012,Asian,0.006416478833846103
0500000US39083,County,Knox County,2013,Asian,0.006685062908577248
0500000US39083,County,Knox County,2014,Asian,0.0062259359383960025
0500000US39083,County,Knox County,2015,Asian,0.00611024653943812
0500000US39083,County,Knox County,2016,Asian,0.006037438682263383
0500000US39083,County,Knox County,2017,Asian,0.006585703806341185
0500000US39083,County,Knox County,2018,Asian,0.006427544774793689
0500000US39083,County,Knox County,2019,Asian,0.006217966226963801
0500000US39083,County,Knox County,2020,Asian,0.006003949547713085
0500000US39083,County,Knox County,2021,Asian,0.005884328179216169
0500000US39083,County,Knox County,2022,Asian,0.005887380115848447
0500000US39083,County,Knox County,2023,Asian,0.007025132609244759
0500000US39083,County,Knox County,2024,Asian,0.008347951384538279
0500000US39089,County,Licking County,2010,Asian,0.007575348627980207
0500000US39089,County,Licking County,2011,Asian,0.007512186369209605
0500000US39089,County,Licking County,2012,Asian,0.007987544441528072
0500000US39089,County,Licking County,2013,Asian,0.00843163316165476
0500000US39089,County,Licking County,2014,Asian,0.008902339740186189
0500000US39089,County,Licking County,2015,Asian,0.00972932445334786
0500000US39089,County,Licking County,2016,Asian,0.011500528559645923
0500000US39089,County,Licking County,2017,Asian,0.014149260601875827
0500000US39089,County,Licking County,2018,Asian,0.018530736679255585
0500000US39089,County,Licking County,2019,Asian,0.023050786232742954
0500000US39089,County,Licking County,2020,Asian,0.027338419204009038
0500000US39089,County,Licking County,2021,Asian,0.032585211967720254
0500000US39089,County,Licking County,2022,Asian,0.03902715243074453
0500000US39089,County,Licking County,2023,Asian,0.044753187316116376
0500000US39089,County,Licking County,2024,Asian,0.04836720786595853
0500000US39091,County,Logan County,2010,Asian,0.005246704413790088
0500000US39091,County,Logan County,2011,Asian,0.005873972602739726
0500000US39091,County,Logan County,2012,Asian,0.005989606271470096
0500000US39091,County,Logan County,2013,Asian,0.006674155818410097
0500000US39091,County,Logan County,2014,Asian,0.00723442619346043
0500000US39091,County,Logan County,2015,Asian,0.006850071815269031
0500000US39091,County,Logan County,2016,Asian,0.007066120279100675
0500000US39091,County,Logan County,2017,Asian,0.007607758144060862
0500000US39091,County,Logan County,2018,Asian,0.007749884082930383
0500000US39091,County,Logan County,2019,Asian,0.007566785103303066
0500000US39091,County,Logan County,2020,Asian,0.008587413800581168
0500000US39091,County,Logan County,2021,Asian,0.008838821490467937
0500000US39091,County,Logan County,2022,Asian,0.009100781928757603
0500000US39091,County,Logan County,2023,Asian,0.009707894451080465
0500000US39091,County,Logan County,2024,Asian,0.010415536508625365
0500000US39097,County,Madison County,2010,Asian,0.005709812589215822
0500000US39097,County,Madison County,2011,Asian,0.006702226345083488
0500000US39097,County,Madison County,2012,Asian,0.007512326728067727
0500000US39097,County,Madison County,2013,Asian,0.008390541571319604
0500000US39097,County,Madison County,2014,Asian,0.010025461489497135
0500000US39097,County,Madison County,2015,Asian,0.011461188248884459
0500000US39097,County,Madison County,2016,Asian,0.012764976958525345
0500000US39097,County,Madison County,2017,Asian,0.013181477868275972
0500000US39097,County,Madison County,2018,Asian,0.01369585294978938
0500000US39097,County,Madison County,2019,Asian,0.013523163438364724
0500000US39097,County,Madison County,2020,Asian,0.014478544393269187
0500000US39097,County,Madison County,2021,Asian,0.014939140999392534
0500000US39097,County,Madison County,2022,Asian,0.015087244628895054
0500000US39097,County,Madison County,2023,Asian,0.015805498343333033
0500000US39097,County,Madison County,2024,Asian,0.017043333113702753
0500000US39101,County,Marion County,2010,Asian,0.004980514302050889
0500000US39101,County,Marion County,2011,Asian,0.005374245654066713
0500000US39101,County,Marion County,2012,Asian,0.0053242032548528676
0500000US39101,County,Marion County,2013,Asian,0.0057276198557488335
0500000US39101,County,Marion County,2014,Asian,0.005423718513566892
0500000US39101,County,Marion County,2015,Asian,0.00559034672369024
0500000US39101,County,Marion County,2016,Asian,0.005665765641941938
0500000US39101,County,Marion County,2017,Asian,0.005574923594366716
0500000US39101,County,Marion County,2018,Asian,0.0055329685446152905
0500000US39101,County,Marion County,2019,Asian,0.005456753308637041
0500000US39101,County,Marion County,2020,Asian,0.005520721822908701
0500000US39101,County,Marion County,2021,Asian,0.005709474973212919
0500000US39101,County,Marion County,2022,Asian,0.005729682854311199
0500000US39101,County,Marion County,2023,Asian,0.005630283210958228
0500000US39101,County,Marion County,2024,Asian,0.00540199458261512
0500000US39117,County,Morrow County,2010,Asian,0.0025869502730669733
0500000US39117,County,Morrow County,2011,Asian,0.0026139660471662884
0500000US39117,County,Morrow County,2012,Asian,0.0030138637733574444
0500000US39117,County,Morrow County,2013,Asian,0.0035293104932426615
0500000US39117,County,Morrow County,2014,Asian,0.0037205575112332218
0500000US39117,County,Morrow County,2015,Asian,0.003518910568175316
0500000US39117,County,Morrow County,2016,Asian,0.0031779661016949155
0500000US39117,County,Morrow County,2017,Asian,0.003435639028859368
0500000US39117,County,Morrow County,2018,Asian,0.003529445250903709
0500000US39117,County,Morrow County,2019,Asian,0.0037066379944541905
0500000US39117,County,Morrow County,2020,Asian,0.004344967555669897
0500000US39117,County,Morrow County,2021,Asian,0.00431683280792934
0500000US39117,County,Morrow County,2022,Asian,0.0046719710054647905
0500000US39117,County,Morrow County,2023,Asian,0.004608942472529016
0500000US39117,County,Morrow County,2024,Asian,0.004759651515573246
0500000US39127,County,Perry County,2010,Asian,0.0010267225351721842
0500000US39127,County,Perry County,2011,Asian,0.0010764856882607855
0500000US39127,County,Perry County,2012,Asian,0.0013895450629463914
0500000US39127,County,Perry County,2013,Asian,0.001388888888888889
0500000US39127,County,Perry County,2014,Asian,0.0014195847018872126
0500000US39127,County,Perry County,2015,Asian,0.00158465387823186
0500000US39127,County,Perry County,2016,Asian,0.001638206302929335
0500000US39127,County,Perry County,2017,Asian,0.0016122307157748436
0500000US39127,County,Perry County,2018,Asian,0.0016645397547578095
0500000US39127,County,Perry County,2019,Asian,0.001937608990505716
0500000US39127,County,Perry County,2020,Asian,0.0019743336623889436
0500000US39127,County,Perry County,2021,Asian,0.002142172614014319
0500000US39127,County,Perry County,2022,Asian,0.00225460079474678
0500000US39127,County,Perry County,2023,Asian,0.0023610759760519435
0500000US39127,County,Perry County,2024,Asian,0.0023261027969284235
0500000US39129,County,Pickaway County,2010,Asian,0.0038035775158332887
0500000US39129,County,Pickaway County,2011,Asian,0.003950237729238909
0500000US39129,County,Pickaway County,2012,Asian,0.004054414510536143
0500000US39129,County,Pickaway County,2013,Asian,0.003992759795570698
0500000US39129,County,Pickaway County,2014,Asian,0.004073858526003915
0500000US39129,County,Pickaway County,2015,Asian,0.004386657542418978
0500000US39129,County,Pickaway County,2016,Asian,0.004503329681984943
0500000US39129,County,Pickaway County,2017,Asian,0.004760338589901158
0500000US39129,County,Pickaway County,2018,Asian,0.004957056059484673
0500000US39129,County,Pickaway County,2019,Asian,0.005177628543599733
0500000US39129,County,Pickaway County,2020,Asian,0.005403654711577799
0500000US39129,County,Pickaway County,2021,Asian,0.005511985165274493
0500000US39129,County,Pickaway County,2022,Asian,0.006134662510210546
0500000US39129,County,Pickaway County,2023,Asian,0.006173850386479759
0500000US39129,County,Pickaway County,2024,Asian,0.0063869493870459156
0500000US39141,County,Ross County,2010,Asian,0.003969168523213234
0500000US39141,County,Ross County,2011,Asian,0.00421424336933268
0500000US39141,County,Ross County,2012,Asian,0.004252898822373609
0500000US39141,County,Ross County,2013,Asian,0.004734860735585195
0500000US39141,County,Ross County,2014,Asian,0.004849836609782665
0500000US39141,County,Ross County,2015,Asian,0.005164337524491676
0500000US39141,County,Ross County,2016,Asian,0.00517636042035168
0500000US39141,County,Ross County,2017,Asian,0.0050712169627032695
0500000US39141,County,Ross County,2018,Asian,0.005425519457708271
0500000US39141,County,Ross County,2019,Asian,0.005351572187487763
0500000US39141,County,Ross County,2020,Asian,0.004917734987283957
0500000US39141,County,Ross County,2021,Asian,0.0049394976870606065
0500000US39141,County,Ross County,2022,Asian,0.005060212607382418
0500000US39141,County,Ross County,2023,Asian,0.005383809274299188
0500000US39141,County,Ross County,2024,Asian,0.005509823001867291
0500000US39159,County,Union County,2010,Asian,0.02803934276238039
0500000US39159,County,Union County,2011,Asian,0.02854936818515659
0500000US39159,County,Union County,2012,Asian,0.028788969279139362
0500000US39159,County,Union County,2013,Asian,0.030052395209580838
0500000US39159,County,Union County,2014,Asian,0.03359860176267153
0500000US39159,County,Union County,2015,Asian,0.03691583630547487
0500000US39159,County,Union County,2016,Asian,0.03963957482779087
0500000US39159,County,Union County,2017,Asian,0.04211674466063826
0500000US39159,County,Union County,2018,Asian,0.04647624317034373
0500000US39159,County,Union County,2019,Asian,0.05039455413689166
0500000US39159,County,Union County,2020,Asian,0.05355840862260263
0500000US39159,County,Union County,2021,Asian,0.055851594772647
0500000US39159,County,Union County,2022,Asian,0.06034933584353101
0500000US39159,County,Union County,2023,Asian,0.06781337346807138
0500000US39159,County,Union County,2024,Asian,0.07375803460632172
M010000US001,Region,15-County Region,2010,Asian,0.027353479832541848
M010000US001,Region,15-County Region,2011,Asian,0.02850877093597287
M010000US001,Region,15-County Region,2012,Asian,0.029679839189659624
M010000US001,Region,15-County Region,2013,Asian,0.031457911195051744
M010000US001,Region,15-County Region,2014,Asian,0.03346409390204972
M010000US001,Region,15-County Region,2015,Asian,0.03579246821280508
